client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	accents	variant	language	prompt_upvotes	prompt_reports	is_edited	split	char_per_sec	quality_tags
9b568b54afe21a4df918640691cf9e81	88773	spontaneous-speech-si-88773.mp3	9396	10295	මහාමාර්ග වල තත්ත්වය උසස්වීමත් සමග රිය අනතුරු වැඩි වී ඇතැයි ඔබ සිතන්නේද? ඒ ඇයි?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88774	spontaneous-speech-si-88774.mp3	13428	10348	ආබාධ සහිත පුද්ගලයන් වෙනුවෙන් දැනට රජයේ ආයතන සහ ප්‍රවාහන සේවා වලින් සපයන පහසුකම් පිලිබඳව ඔබේ අදහස කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88777	spontaneous-speech-si-88777.mp3	20520	10309	වගා සහ ගෙවතු වලට හානි කරන සතුන් ඉවත් කිරීමට වඩාත් සුදුසු ක්‍රමය ලෙස ඔබෙ සිතන්නේ කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88778	spontaneous-speech-si-88778.mp3	22860	10334	නිවසට ආසන්නතම පාසල වෙනුවට නිවසට දුරින් පිහිටා ඇති ජාතික පාසල් වලට දරුවන් ඇතුලත් කිරීම ගැන ඔබේ අදහස කුමක්ද? ඔබ එසේ සිතන්නේ ඇයි?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88779	spontaneous-speech-si-88779.mp3	25236	10292	වසරේ ඔබ කැමතිම මාසය කුමක්ද? ඒ ඇයි?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88780	spontaneous-speech-si-88780.mp3	22824	10301	ඔබ විදේශ රටක රැකියාවක් කිරීමට බලාපොරොත්තුවන්නේද? ඒ ඇයි?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88781	spontaneous-speech-si-88781.mp3	26496	10306	පාසල් ශිෂ්‍යයින් අර්ධකාලීන රැකියාවල නියුතුවීම ගැන ඔබේ අදහස කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88782	spontaneous-speech-si-88782.mp3	23688	10341	ඔබට සිංහල හැර වෙනත් භාෂාවක් ඉගෙනීමට අවස්ථාවක් ලැබුණොත් ඔබ තෝරාගන්නා භාෂාව කුමක්ද? ඒ ඇයි		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88783	spontaneous-speech-si-88783.mp3	21096	10322	රැකියාවක් තෝරාගැනීමේදී ඔබ ප්‍රමුඛතාවය දෙන කාරණා මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88784	spontaneous-speech-si-88784.mp3	17136	10313	ඔබේ අදහසට අනුව ළමයෙකුට අධ්‍යාපනය හා වෙනත් ක්‍රියාකාරකම් සඳහා සමබරව කාලය ලබාදිය යුත්තේ කෙසේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88785	spontaneous-speech-si-88785.mp3	20016	10303	ඔබ වාසය කරන ප්‍රදේශයේ දේශගුණය කෙටියෙන් විස්තර කරන්න		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88786	spontaneous-speech-si-88786.mp3	24948	10314	ජීවිතයේ වඩාත්ම සතුටින් ගතකළ කාලය ලෙස ඔබ සලකන්නේ කවර අවදියද? ඒ ඇයි?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88787	spontaneous-speech-si-88787.mp3	25200	10335	ඔබගේ නිවසේ සහ ඔබ වාසය කරන ප්‍රදේශයේ මැසි මදුරුවන් මර්දනය කිරීමට යොදාගන්නා ක්‍රියාමාර්ග මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	88788	spontaneous-speech-si-88788.mp3	18216	10291	ඔබ සහ පවුලේ අය දිග නිවාඩුවක් ගතකරන්නේ කෙසේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	89711	spontaneous-speech-si-89711.mp3	21852	10302	ඔබ වාසය කරන ගමේ හෝ නගරයේ වැඩිදුරටත් දියුණු වියයුතු යැයි ඔබ සිතන පහසුකම් මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	89712	spontaneous-speech-si-89712.mp3	23112	10328	විනෝද චාරිකාවක් සැලසුම් කිරීමේදී ඔබ ප්‍රමුඛතාවය දෙන කාරණා කෙටියෙන් සඳහන් කරන්න		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	89713	spontaneous-speech-si-89713.mp3	19728	10344	ඔබගේ ළමා කාලයේ අමතක නොවන අත්දැකීමක් කෙටියෙන් විස්තර කරන්න		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	89714	spontaneous-speech-si-89714.mp3	20448	10310	ඔබේ වයස් කාණ්ඩයේ ශ්‍රී ලාංකිකයන් ප්‍රිය කරන ගායක ගායිකාවන් හෝ සංගීත කණ්ඩායම් මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	89715	spontaneous-speech-si-89715.mp3	22032	10305	ඔබේ නිවසට ආසන්නතම සංචාරක ගමනාන්තය කුමක්ද? එහි විශේෂත්වය කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	89716	spontaneous-speech-si-89716.mp3	19692	10346	ඇඟලුම් තෝරා ගැනීමේදී ඔබ අවධානය යොමුකරන කාරණා කිහිපයක් සඳහන් කරන්න		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	89717	spontaneous-speech-si-89717.mp3	28224	10343	ඔබ රජයේ රෝහල් වැනි නිදහස් සෞඛ්‍ය සේවා භාවිතා කරන්නෙක්ද? ඒවා භාවිතා කිරීමට හෝ නොකිරීමට හේතු කවරේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91051	spontaneous-speech-si-91051.mp3	24696	10321	ඔබ සිටින ප්‍රදේශයට බලපාන ස්වභාවික ආපදා තත්වයන් සහ ඒවායින් සිදවන හානි මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91052	spontaneous-speech-si-91052.mp3	23508	10312	ඔබ සංචාරය කිරීමට වඩාත්ම කැමති නගරය කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91053	spontaneous-speech-si-91053.mp3	25056	10345	එළිමහන් සංගීත සංදර්ශන වලට යාමට ඔබ කැමති හෝ අකමැති හේතු කවරේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91054	spontaneous-speech-si-91054.mp3	25020	10317	ඔබගේ යහලුවන් හෝ නෑදෑයන් ඇතිකරන සුරතල් සතුන් නම් කරන්න		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91055	spontaneous-speech-si-91055.mp3	26280	10290	වසරේ ඔබ කැමතිම උත්සවය කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91056	spontaneous-speech-si-91056.mp3	26532	10304	ඔබ විශ්‍රාමගැනීමෙන් පසුව එදිනෙදා ජීවිතය ගත කිරීමට බලාපොරොත්තු වන්නේ කෙසේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91057	spontaneous-speech-si-91057.mp3	26352	10299	සති අන්තයේ විවේක කාලය ඔබ ගතකරන්නේ කෙසේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91058	spontaneous-speech-si-91058.mp3	25200	10326	ප්ලාස්ටික්, ලෝහ වැනි දෑ ප්‍රතිචක්‍රීකරණය කිරීම සඳහා ඔබ පදිංචි ප්‍රදේශයේ අනුගමනය කරන ක්‍රියාමාර්ග ප්‍රමාණවත් යැයි ඔබ සිතන්නේද? ඒ ඇයි?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91059	spontaneous-speech-si-91059.mp3	22788	10325	ඔබට ඩොලර් මිලියනයක ලොතරැයි දිනුමක් ඇදුනහොත් ඔබ එය වියදම් කරන්නේ කෙසේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91060	spontaneous-speech-si-91060.mp3	26172	10349	ඔබ හෝ ඔබගේ යහලුවන් අතර ජනප්‍රිය ටෙලි නාට්‍ය හෝ සිනමා නළු නිළියන් රඟපාන්නේ කවර ගණයේ නිර්මාණ වලද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91061	spontaneous-speech-si-91061.mp3	27468	10330	ශ්‍රී ලාංකික ජනතාවගේ ජීවන තත්ත්වය උසස් කිරීම උදෙසා ප්‍රමුඛතාවය දියයුතු සංවර්ධන කටයුතු මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
